datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
4/1/2011 19:00,2,0,1,1,13.94,15.15,49,22.0028,16,120,136
4/1/2011 20:00,2,0,1,1,13.12,15.91,53,12.998,2,75,77
4/1/2011 21:00,2,0,1,1,13.12,16.665,53,8.9981,9,84,93
4/1/2011 22:00,2,0,1,1,12.3,15.15,56,11.0014,10,64,74
4/1/2011 23:00,2,0,1,1,12.3,15.91,61,6.0032,12,41,53
4/2/2011 0:00,2,0,0,2,12.3,16.665,61,,3,29,32
4/2/2011 1:00,2,0,0,1,10.66,13.635,65,8.9981,4,28,32
4/2/2011 2:00,2,0,0,1,9.84,12.12,75,8.9981,1,20,21
4/2/2011 3:00,2,0,0,1,9.84,12.12,70,11.0014,1,8,9
4/2/2011 4:00,2,0,0,1,9.84,12.12,70,11.0014,0,5,5
4/2/2011 5:00,2,0,0,2,9.84,12.12,75,11.0014,1,4,5
4/2/2011 6:00,2,0,0,1,10.66,13.635,70,7.0015,5,7,12
4/2/2011 7:00,2,0,0,2,10.66,13.635,70,7.0015,2,16,18
4/2/2011 8:00,2,0,0,1,12.3,15.91,70,7.0015,10,45,55
4/2/2011 9:00,2,0,0,2,13.94,17.425,66,7.0015,22,65,87
4/2/2011 10:00,2,0,0,2,14.76,17.425,57,11.0014,41,113,154
4/2/2011 11:00,2,0,0,2,16.4,20.455,47,11.0014,72,126,198
4/2/2011 12:00,2,0,0,3,13.12,16.665,81,8.9981,84,100,184
4/2/2011 13:00,2,0,0,1,13.94,16.665,81,8.9981,56,81,137
4/2/2011 14:00,2,0,0,3,13.12,15.15,76,22.0028,97,93,190
4/2/2011 15:00,2,0,0,3,13.94,15.15,76,26.0027,72,64,136
4/2/2011 16:00,2,0,0,1,15.58,19.695,62,22.0028,111,85,196
4/2/2011 17:00,2,0,0,1,15.58,19.695,54,23.9994,89,95,184
4/2/2011 18:00,2,0,0,1,15.58,19.695,54,12.998,69,110,179
4/2/2011 19:00,2,0,0,1,14.76,16.665,53,23.9994,71,77,148
4/2/2011 20:00,2,0,0,1,13.94,15.91,53,19.0012,29,56,85
4/2/2011 21:00,2,0,0,1,13.12,15.15,61,16.9979,24,53,77
4/2/2011 22:00,2,0,0,1,13.12,15.15,61,19.9995,14,41,55
4/2/2011 23:00,2,0,0,1,13.12,15.91,61,11.0014,20,33,53
4/3/2011 0:00,2,0,0,1,12.3,14.395,65,12.998,8,31,39
4/3/2011 1:00,2,0,0,1,12.3,15.91,61,7.0015,8,26,34
4/3/2011 2:00,2,0,0,1,10.66,13.635,70,8.9981,5,19,24
4/3/2011 3:00,2,0,0,1,12.3,16.665,61,,3,8,11
4/3/2011 4:00,2,0,0,1,11.48,15.15,70,6.0032,3,0,3
4/3/2011 5:00,2,0,0,1,11.48,13.635,65,15.0013,1,4,5
4/3/2011 6:00,2,0,0,1,11.48,13.635,65,12.998,10,23,33
4/3/2011 7:00,2,0,0,1,13.12,15.15,57,15.0013,13,20,33
4/3/2011 8:00,2,0,0,1,13.94,16.665,57,11.0014,18,44,62
4/3/2011 9:00,2,0,0,1,14.76,15.91,50,32.9975,68,74,142
4/3/2011 10:00,2,0,0,1,16.4,20.455,43,27.9993,111,104,215
4/3/2011 11:00,2,0,0,1,17.22,21.21,41,16.9979,139,104,243
4/3/2011 12:00,2,0,0,1,18.04,21.97,38,19.0012,166,147,313
4/3/2011 13:00,2,0,0,1,18.04,21.97,33,19.9995,219,148,367
4/3/2011 14:00,2,0,0,1,18.86,22.725,31,8.9981,240,109,349
4/3/2011 15:00,2,0,0,2,18.86,22.725,33,,174,118,292
4/3/2011 16:00,2,0,0,2,18.86,22.725,31,12.998,147,156,303
4/3/2011 17:00,2,0,0,2,18.86,22.725,28,8.9981,148,126,274
4/3/2011 18:00,2,0,0,2,18.86,22.725,31,,71,101,172
4/3/2011 19:00,2,0,0,2,17.22,21.21,44,12.998,51,93,144
4/3/2011 20:00,2,0,0,3,17.22,21.21,41,15.0013,24,55,79
4/3/2011 21:00,2,0,0,2,17.22,21.21,44,15.0013,8,37,45
4/3/2011 22:00,2,0,0,1,16.4,20.455,43,7.0015,7,29,36
4/3/2011 23:00,2,0,0,1,16.4,20.455,50,6.0032,9,22,31
4/4/2011 0:00,2,0,1,1,16.4,20.455,50,15.0013,1,5,6
4/4/2011 1:00,2,0,1,1,16.4,20.455,56,23.9994,7,4,11
4/4/2011 2:00,2,0,1,1,15.58,19.695,66,16.9979,1,1,2
4/4/2011 3:00,2,0,1,1,15.58,19.695,66,19.0012,1,0,1
4/4/2011 4:00,2,0,1,1,15.58,19.695,71,19.9995,1,1,2
4/4/2011 5:00,2,0,1,1,16.4,20.455,62,16.9979,0,7,7
4/4/2011 6:00,2,0,1,1,17.22,21.21,58,19.0012,3,43,46
4/4/2011 7:00,2,0,1,2,18.04,21.97,54,16.9979,7,150,157
4/4/2011 8:00,2,0,1,2,18.86,22.725,55,19.9995,31,308,339
4/4/2011 9:00,2,0,1,2,20.5,24.24,51,26.0027,24,134,158
4/4/2011 10:00,2,0,1,2,22.14,25.76,45,23.9994,35,55,90
4/4/2011 11:00,2,0,1,1,24.6,31.06,40,26.0027,58,66,124
4/4/2011 12:00,2,0,1,1,26.24,31.06,36,31.0009,59,98,157
4/4/2011 13:00,2,0,1,1,27.88,31.82,34,22.0028,47,92,139
4/4/2011 14:00,2,0,1,2,30.34,32.575,27,32.9975,47,76,123
4/4/2011 15:00,2,0,1,1,31.16,33.335,23,36.9974,47,96,143
4/4/2011 16:00,2,0,1,1,31.16,32.575,22,35.0008,59,130,189
4/4/2011 17:00,2,0,1,1,30.34,32.575,23,40.9973,83,283,366
4/4/2011 18:00,2,0,1,2,29.52,31.82,23,32.9975,78,308,386
4/4/2011 19:00,2,0,1,1,28.7,31.82,24,31.0009,51,227,278
4/4/2011 20:00,2,0,1,2,28.7,31.82,24,36.9974,40,133,173
4/4/2011 21:00,2,0,1,2,28.7,31.82,30,30.0026,19,76,95
4/4/2011 22:00,2,0,1,2,27.88,31.82,36,31.0009,17,58,75
4/4/2011 23:00,2,0,1,2,26.24,31.06,47,15.0013,18,30,48
4/5/2011 0:00,2,0,1,1,25.42,31.06,50,7.0015,10,12,22
4/5/2011 1:00,2,0,1,3,25.42,31.06,57,27.9993,10,5,15
4/5/2011 2:00,2,0,1,2,22.14,25.76,73,22.0028,0,5,5
4/5/2011 3:00,2,0,1,2,22.14,25.76,73,22.0028,1,3,4
4/5/2011 4:00,2,0,1,3,20.5,24.24,88,32.9975,0,2,2
4/5/2011 5:00,2,0,1,3,18.86,22.725,94,19.9995,0,5,5
4/5/2011 6:00,2,0,1,2,19.68,23.485,88,22.0028,2,36,38
4/5/2011 7:00,2,0,1,2,19.68,23.485,88,22.0028,10,124,134
4/5/2011 8:00,2,0,1,3,15.58,19.695,87,39.0007,9,148,157
4/5/2011 9:00,2,0,1,3,14.76,15.91,87,32.9975,2,44,46
4/5/2011 10:00,2,0,1,3,13.94,15.15,81,26.0027,3,25,28
4/5/2011 11:00,2,0,1,3,13.12,14.395,81,30.0026,1,18,19
4/5/2011 12:00,2,0,1,2,13.94,15.15,71,26.0027,6,32,38
4/5/2011 13:00,2,0,1,2,14.76,16.665,63,27.9993,5,51,56
4/5/2011 14:00,2,0,1,2,14.76,15.91,57,32.9975,9,67,76
4/5/2011 15:00,2,0,1,1,16.4,20.455,46,31.0009,6,62,68
4/5/2011 16:00,2,0,1,1,15.58,19.695,46,27.9993,17,113,130
4/5/2011 17:00,2,0,1,1,17.22,21.21,38,27.9993,27,246,273
4/5/2011 18:00,2,0,1,1,15.58,19.695,40,32.9975,19,248,267
4/5/2011 19:00,2,0,1,1,14.76,16.665,43,19.9995,12,148,160
4/5/2011 20:00,2,0,1,1,13.94,15.91,46,19.0012,4,87,91
4/5/2011 21:00,2,0,1,1,13.94,14.395,46,35.0008,8,81,89
4/5/2011 22:00,2,0,1,1,13.12,15.15,49,19.9995,3,43,46
4/5/2011 23:00,2,0,1,1,12.3,14.395,49,19.0012,3,23,26
4/6/2011 0:00,2,0,1,1,12.3,15.91,49,7.0015,0,15,15
4/6/2011 1:00,2,0,1,1,10.66,13.635,60,8.9981,0,2,2
4/6/2011 2:00,2,0,1,1,9.84,12.12,70,8.9981,0,5,5
4/6/2011 3:00,2,0,1,1,10.66,13.635,60,8.9981,0,4,4
4/6/2011 4:00,2,0,1,1,9.84,12.12,65,8.9981,0,1,1
4/6/2011 5:00,2,0,1,1,9.84,12.88,70,7.0015,1,12,13
4/6/2011 6:00,2,0,1,1,9.84,12.88,70,7.0015,4,52,56
4/6/2011 7:00,2,0,1,1,10.66,13.635,65,7.0015,3,130,133
4/6/2011 8:00,2,0,1,1,13.12,15.15,61,15.0013,17,308,325
4/6/2011 9:00,2,0,1,1,14.76,16.665,46,16.9979,8,157,165
4/6/2011 10:00,2,0,1,1,16.4,20.455,37,26.0027,21,48,69
4/6/2011 11:00,2,0,1,1,17.22,21.21,38,26.0027,23,70,93
4/6/2011 12:00,2,0,1,1,18.04,21.97,41,16.9979,22,112,134
4/6/2011 13:00,2,0,1,1,18.86,22.725,38,32.9975,29,83,112
4/6/2011 14:00,2,0,1,1,20.5,24.24,34,27.9993,35,80,115
4/6/2011 15:00,2,0,1,1,21.32,25,32,22.0028,34,83,117
4/6/2011 16:00,2,0,1,1,22.14,25.76,28,27.9993,27,142,169
4/6/2011 17:00,2,0,1,1,21.32,25,32,30.0026,53,303,356
4/6/2011 18:00,2,0,1,1,21.32,25,29,23.9994,43,282,325
4/6/2011 19:00,2,0,1,1,20.5,24.24,31,19.9995,36,196,232
4/6/2011 20:00,2,0,1,1,18.86,22.725,51,15.0013,15,126,141
4/6/2011 21:00,2,0,1,1,18.86,22.725,41,19.0012,18,84,102
4/6/2011 22:00,2,0,1,1,18.86,22.725,41,19.0012,13,71,84
4/6/2011 23:00,2,0,1,1,18.86,22.725,41,19.9995,11,29,40
4/7/2011 0:00,2,0,1,1,18.86,22.725,41,19.0012,5,15,20
4/7/2011 1:00,2,0,1,1,17.22,21.21,47,8.9981,2,11,13
4/7/2011 2:00,2,0,1,1,17.22,21.21,54,,0,7,7
4/7/2011 3:00,2,0,1,1,14.76,17.425,66,12.998,0,3,3
4/7/2011 4:00,2,0,1,1,13.94,16.665,76,12.998,0,1,1
4/7/2011 5:00,2,0,1,1,13.94,15.91,76,15.0013,0,6,6
4/7/2011 6:00,2,0,1,1,13.12,15.15,81,16.9979,5,59,64
4/7/2011 7:00,2,0,1,2,13.94,16.665,76,11.0014,8,152,160
4/7/2011 8:00,2,0,1,1,14.76,17.425,76,12.998,23,291,314
4/7/2011 9:00,2,0,1,2,16.4,20.455,66,8.9981,15,155,170
4/7/2011 10:00,2,0,1,2,17.22,21.21,67,7.0015,29,66,95
4/7/2011 11:00,2,0,1,2,18.86,22.725,55,,36,86,122
4/7/2011 12:00,2,0,1,2,18.86,22.725,55,,39,114,153
4/7/2011 13:00,2,0,1,2,21.32,25,48,6.0032,36,99,135
4/7/2011 14:00,2,0,1,1,22.96,26.515,43,6.0032,46,111,157
4/7/2011 15:00,2,0,1,1,24.6,31.06,38,7.0015,27,133,160
4/7/2011 16:00,2,0,1,1,24.6,31.06,35,,52,161,213
4/7/2011 17:00,2,0,1,1,21.32,25,52,19.0012,63,280,343
4/7/2011 18:00,2,0,1,1,19.68,23.485,55,16.9979,68,265,333
4/7/2011 19:00,2,0,1,1,18.86,22.725,59,19.9995,34,192,226
4/7/2011 20:00,2,0,1,1,18.04,21.97,62,11.0014,37,166,203
4/7/2011 21:00,2,0,1,2,18.04,21.97,67,19.0012,19,89,108
4/7/2011 22:00,2,0,1,2,16.4,20.455,76,12.998,18,63,81
4/7/2011 23:00,2,0,1,1,15.58,19.695,76,16.9979,9,45,54
4/8/2011 0:00,2,0,1,2,14.76,17.425,76,15.0013,4,21,25
4/8/2011 1:00,2,0,1,2,13.94,16.665,76,8.9981,3,6,9
4/8/2011 2:00,2,0,1,3,13.94,16.665,76,11.0014,3,10,13
4/8/2011 3:00,2,0,1,3,13.94,16.665,76,11.0014,0,1,1
4/8/2011 4:00,2,0,1,2,13.94,16.665,86,8.9981,0,1,1
4/8/2011 5:00,2,0,1,2,13.12,15.91,87,12.998,1,8,9
4/8/2011 6:00,2,0,1,2,13.94,18.18,87,,2,33,35
4/8/2011 7:00,2,0,1,3,13.94,16.665,87,11.0014,4,109,113
4/8/2011 8:00,2,0,1,3,13.94,16.665,87,11.0014,13,208,221
4/8/2011 9:00,2,0,1,2,14.76,17.425,76,12.998,17,168,185
4/8/2011 10:00,2,0,1,2,14.76,16.665,71,19.0012,10,63,73
4/8/2011 11:00,2,0,1,2,16.4,20.455,62,26.0027,19,79,98
4/8/2011 12:00,2,0,1,3,15.58,19.695,66,15.0013,29,51,80
4/8/2011 13:00,2,0,1,3,14.76,16.665,76,19.0012,7,35,42
4/8/2011 14:00,2,0,1,3,13.94,15.91,87,15.0013,2,13,15
4/8/2011 15:00,2,0,1,3,13.94,15.91,87,15.0013,1,24,25
4/8/2011 16:00,2,0,1,2,13.12,15.15,93,16.9979,2,58,60
4/8/2011 17:00,2,0,1,3,13.12,15.15,93,16.9979,10,138,148
4/8/2011 18:00,2,0,1,3,13.12,15.15,93,16.9979,8,54,62
4/8/2011 19:00,2,0,1,3,12.3,13.635,93,27.9993,1,52,53
4/8/2011 20:00,2,0,1,2,12.3,13.635,93,22.0028,12,51,63
4/8/2011 21:00,2,0,1,2,12.3,14.395,93,16.9979,11,43,54
4/8/2011 22:00,2,0,1,2,12.3,13.635,93,19.9995,9,42,51
4/8/2011 23:00,2,0,1,2,12.3,14.395,93,15.0013,4,31,35
4/9/2011 0:00,2,0,0,2,12.3,14.395,87,15.0013,5,26,31
4/9/2011 1:00,2,0,0,2,12.3,15.15,87,8.9981,3,17,20
4/9/2011 2:00,2,0,0,2,13.12,15.15,87,15.0013,2,15,17
4/9/2011 3:00,2,0,0,3,12.3,14.395,100,16.9979,3,11,14
4/9/2011 4:00,2,0,0,3,12.3,13.635,100,16.9979,0,3,3
4/9/2011 5:00,2,0,0,2,12.3,14.395,93,15.0013,0,5,5
4/9/2011 6:00,2,0,0,2,12.3,14.395,93,12.998,0,13,13
4/9/2011 7:00,2,0,0,2,12.3,15.15,93,11.0014,8,13,21
4/9/2011 8:00,2,0,0,2,13.12,15.15,93,11.0014,7,47,54
4/9/2011 9:00,2,0,0,2,13.94,17.425,87,7.0015,27,71,98
4/9/2011 10:00,2,0,0,2,13.94,16.665,87,8.9981,43,90,133
4/9/2011 11:00,2,0,0,2,14.76,18.18,81,,51,91,142
4/9/2011 12:00,2,0,0,2,14.76,17.425,81,8.9981,79,123,202
4/9/2011 13:00,2,0,0,2,14.76,18.94,81,,114,108,222
4/9/2011 14:00,2,0,0,2,14.76,17.425,81,8.9981,94,118,212
4/9/2011 15:00,2,0,0,2,14.76,18.94,87,,85,116,201
4/9/2011 16:00,2,0,0,2,15.58,19.695,82,,73,118,191
4/9/2011 17:00,2,0,0,2,15.58,19.695,82,6.0032,128,129,257
4/9/2011 18:00,2,0,0,2,15.58,19.695,82,7.0015,48,129,177
4/9/2011 19:00,2,0,0,2,15.58,19.695,82,8.9981,47,83,130
4/9/2011 20:00,2,0,0,2,15.58,19.695,87,11.0014,19,74,93
4/9/2011 21:00,2,0,0,2,14.76,17.425,93,8.9981,10,65,75
4/9/2011 22:00,2,0,0,2,14.76,17.425,93,8.9981,21,66,87
4/9/2011 23:00,2,0,0,2,15.58,19.695,87,6.0032,12,45,57
4/10/2011 0:00,2,0,0,2,15.58,19.695,87,6.0032,5,48,53
4/10/2011 1:00,2,0,0,2,15.58,19.695,87,8.9981,6,31,37
4/10/2011 2:00,2,0,0,2,15.58,19.695,87,6.0032,12,24,36
4/10/2011 3:00,2,0,0,2,15.58,19.695,87,8.9981,5,11,16
4/10/2011 4:00,2,0,0,2,14.76,18.18,93,7.0015,3,2,5
4/10/2011 5:00,2,0,0,2,14.76,18.18,93,6.0032,0,4,4
4/10/2011 6:00,2,0,0,2,14.76,18.18,93,6.0032,0,4,4
4/10/2011 7:00,2,0,0,2,14.76,18.18,100,6.0032,3,7,10
4/10/2011 8:00,2,0,0,2,15.58,19.695,94,6.0032,17,38,55
4/10/2011 9:00,2,0,0,2,15.58,19.695,94,8.9981,31,50,81
4/10/2011 10:00,2,0,0,2,16.4,20.455,87,,69,81,150
4/10/2011 11:00,2,0,0,2,16.4,20.455,87,8.9981,93,109,202
4/10/2011 12:00,2,0,0,2,17.22,21.21,88,8.9981,94,136,230
4/10/2011 13:00,2,0,0,1,18.86,22.725,82,7.0015,121,142,263
4/10/2011 14:00,2,0,0,1,20.5,24.24,72,12.998,148,133,281
4/10/2011 15:00,2,0,0,1,20.5,24.24,77,15.0013,156,141,297
4/10/2011 16:00,2,0,0,2,21.32,25,72,11.0014,135,153,288
4/10/2011 17:00,2,0,0,2,21.32,25,72,12.998,84,152,236
4/10/2011 18:00,2,0,0,1,20.5,24.24,77,12.998,103,137,240
4/10/2011 19:00,2,0,0,1,20.5,24.24,77,12.998,47,84,131
4/10/2011 20:00,2,0,0,1,18.86,22.725,82,8.9981,21,71,92
4/10/2011 21:00,2,0,0,1,18.04,21.97,88,12.998,18,77,95
4/10/2011 22:00,2,0,0,1,18.04,21.97,94,16.9979,12,45,57
4/10/2011 23:00,2,0,0,1,18.86,22.725,88,23.9994,5,27,32
4/11/2011 0:00,2,0,1,1,19.68,23.485,88,22.0028,7,16,23
4/11/2011 1:00,2,0,1,1,18.86,22.725,94,19.0012,1,3,4
4/11/2011 2:00,2,0,1,1,18.86,22.725,94,19.0012,7,2,9
4/11/2011 4:00,2,0,1,1,18.86,22.725,94,12.998,0,1,1
4/11/2011 5:00,2,0,1,1,18.86,22.725,94,12.998,1,12,13
4/11/2011 6:00,2,0,1,2,18.86,22.725,100,15.0013,2,59,61
4/11/2011 7:00,2,0,1,2,20.5,24.24,88,15.0013,12,164,176
4/11/2011 8:00,2,0,1,2,21.32,25,88,19.0012,28,286,314
4/11/2011 9:00,2,0,1,2,22.96,26.515,83,19.0012,33,132,165
4/11/2011 10:00,2,0,1,2,22.96,26.515,83,19.9995,41,55,96
4/11/2011 11:00,2,0,1,2,24.6,29.545,73,19.9995,45,59,104
4/11/2011 12:00,2,0,1,2,24.6,29.545,73,22.0028,37,97,134
4/11/2011 13:00,2,0,1,2,26.24,30.305,69,27.9993,62,77,139
4/11/2011 14:00,2,0,1,2,29.52,33.335,54,23.9994,60,85,145
4/11/2011 15:00,2,0,1,1,30.34,33.335,48,35.0008,56,85,141
4/11/2011 16:00,2,0,1,1,30.34,33.335,48,35.0008,73,162,235
4/11/2011 17:00,2,0,1,1,30.34,33.335,48,35.0008,100,352,452
4/11/2011 18:00,2,0,1,1,29.52,33.335,51,26.0027,93,290,383
4/11/2011 19:00,2,0,1,1,29.52,33.335,51,30.0026,73,211,284
4/11/2011 20:00,2,0,1,1,27.88,31.82,57,35.0008,44,122,166
4/11/2011 21:00,2,0,1,1,27.06,31.06,61,16.9979,39,119,158
4/11/2011 22:00,2,0,1,2,26.24,31.06,50,19.0012,25,66,91
4/11/2011 23:00,2,0,1,3,23.78,27.275,60,,16,38,54
4/12/2011 0:00,2,0,1,2,25.42,31.06,50,7.0015,11,13,24
4/12/2011 1:00,2,0,1,2,25.42,31.06,50,6.0032,6,7,13
4/12/2011 2:00,2,0,1,2,24.6,31.06,53,8.9981,7,7,14
4/12/2011 3:00,2,0,1,2,23.78,27.275,56,8.9981,0,1,1
4/12/2011 4:00,2,0,1,2,22.96,26.515,64,8.9981,4,2,6
4/12/2011 5:00,2,0,1,2,22.14,25.76,68,8.9981,1,15,16
4/12/2011 6:00,2,0,1,2,22.14,25.76,68,19.0012,3,55,58
4/12/2011 7:00,2,0,1,2,22.14,25.76,68,15.0013,12,177,189
4/12/2011 8:00,2,0,1,3,19.68,23.485,88,26.0027,15,211,226
4/12/2011 9:00,2,0,1,3,18.86,22.725,94,32.9975,4,50,54
4/12/2011 10:00,2,0,1,3,20.5,24.24,82,27.9993,6,34,40
4/12/2011 11:00,2,0,1,1,21.32,25,77,23.9994,11,38,49
4/12/2011 12:00,2,0,1,2,22.96,26.515,64,31.0009,9,83,92
4/12/2011 13:00,2,0,1,3,22.14,25.76,68,19.0012,22,84,106
4/12/2011 14:00,2,0,1,2,20.5,24.24,82,19.0012,16,28,44
4/12/2011 15:00,2,0,1,2,19.68,23.485,77,35.0008,24,54,78
4/12/2011 16:00,2,0,1,2,19.68,23.485,77,26.0027,19,80,99
4/12/2011 17:00,2,0,1,3,18.04,21.97,77,15.0013,29,262,291
4/12/2011 18:00,2,0,1,3,18.04,21.97,77,15.0013,21,203,224
4/12/2011 19:00,2,0,1,2,17.22,21.21,82,19.0012,3,127,130
4/12/2011 20:00,2,0,1,2,17.22,21.21,82,19.0012,9,94,103
4/12/2011 21:00,2,0,1,2,17.22,21.21,82,12.998,10,74,84
4/12/2011 22:00,2,0,1,2,16.4,20.455,94,19.9995,7,47,54
4/12/2011 23:00,2,0,1,2,16.4,20.455,94,16.9979,8,31,39
4/13/2011 0:00,2,0,1,2,16.4,20.455,100,19.9995,3,12,15
4/13/2011 1:00,2,0,1,2,16.4,20.455,100,19.9995,0,1,1
4/13/2011 2:00,2,0,1,3,16.4,20.455,100,19.9995,0,2,2
4/13/2011 3:00,2,0,1,3,16.4,20.455,94,22.0028,0,2,2
4/13/2011 4:00,2,0,1,3,16.4,20.455,94,22.0028,1,2,3
4/13/2011 5:00,2,0,1,3,15.58,19.695,94,16.9979,1,4,5
4/13/2011 6:00,2,0,1,3,15.58,19.695,94,15.0013,1,33,34
4/13/2011 7:00,2,0,1,3,14.76,17.425,100,15.0013,3,67,70
4/13/2011 8:00,2,0,1,3,15.58,19.695,94,12.998,6,158,164
4/13/2011 9:00,2,0,1,2,15.58,19.695,94,15.0013,2,63,65
4/13/2011 10:00,2,0,1,2,16.4,20.455,87,12.998,4,42,46
4/13/2011 11:00,2,0,1,2,17.22,21.21,82,12.998,4,57,61
4/13/2011 12:00,2,0,1,3,17.22,21.21,82,16.9979,12,83,95
4/13/2011 13:00,2,0,1,2,18.04,21.97,77,12.998,6,55,61
4/13/2011 14:00,2,0,1,2,17.22,21.21,77,16.9979,24,82,106
4/13/2011 15:00,2,0,1,2,18.04,21.97,72,19.0012,12,69,81
4/13/2011 16:00,2,0,1,1,18.86,22.725,67,19.0012,23,119,142
4/13/2011 17:00,2,0,1,1,18.86,22.725,67,19.9995,25,284,309
4/13/2011 18:00,2,0,1,1,18.04,21.97,62,26.0027,28,293,321
4/13/2011 19:00,2,0,1,1,18.04,21.97,62,16.9979,15,160,175
4/13/2011 20:00,2,0,1,1,18.04,21.97,62,16.9979,7,119,126
4/13/2011 21:00,2,0,1,1,17.22,21.21,67,11.0014,17,100,117
4/13/2011 22:00,2,0,1,1,17.22,21.21,67,12.998,10,89,99
4/13/2011 23:00,2,0,1,1,16.4,20.455,71,8.9981,5,57,62
4/14/2011 0:00,2,0,1,1,15.58,19.695,76,8.9981,3,18,21
4/14/2011 1:00,2,0,1,1,15.58,19.695,76,15.0013,1,9,10
4/14/2011 2:00,2,0,1,1,14.76,17.425,76,8.9981,0,3,3
4/14/2011 3:00,2,0,1,1,13.94,16.665,81,8.9981,0,2,2
4/14/2011 4:00,2,0,1,1,13.94,18.18,76,,1,8,9
4/14/2011 5:00,2,0,1,1,13.94,17.425,76,6.0032,2,12,14
4/14/2011 6:00,2,0,1,1,13.94,17.425,76,7.0015,4,66,70
4/14/2011 7:00,2,0,1,1,15.58,19.695,66,,11,182,193
4/14/2011 8:00,2,0,1,1,17.22,21.21,58,11.0014,21,316,337
4/14/2011 9:00,2,0,1,1,18.86,22.725,51,8.9981,18,152,170
4/14/2011 10:00,2,0,1,1,20.5,24.24,51,12.998,21,68,89
4/14/2011 11:00,2,0,1,1,21.32,25,45,11.0014,28,87,115
4/14/2011 12:00,2,0,1,1,22.14,25.76,42,8.9981,35,110,145
4/14/2011 13:00,2,0,1,1,22.96,26.515,37,15.0013,38,121,159
4/14/2011 14:00,2,0,1,1,22.96,26.515,35,6.0032,36,101,137
4/14/2011 15:00,2,0,1,1,24.6,31.06,31,6.0032,57,85,142
4/14/2011 16:00,2,0,1,1,24.6,30.305,26,7.0015,49,153,202
4/14/2011 17:00,2,0,1,1,24.6,30.305,28,,50,338,388
4/14/2011 18:00,2,0,1,1,22.96,26.515,30,,47,290,337
4/14/2011 19:00,2,0,1,1,22.14,25.76,32,,37,222,259
4/14/2011 20:00,2,0,1,1,20.5,24.24,51,12.998,22,147,169
4/14/2011 21:00,2,0,1,1,18.86,22.725,63,8.9981,19,126,145
4/14/2011 22:00,2,0,1,1,19.68,23.485,55,7.0015,22,82,104
4/14/2011 23:00,2,0,1,1,18.86,22.725,59,7.0015,7,40,47
4/15/2011 0:00,2,1,0,1,18.04,21.97,67,,6,21,27
4/15/2011 1:00,2,1,0,1,18.04,21.97,62,,6,9,15
4/15/2011 2:00,2,1,0,1,16.4,20.455,76,,8,10,18
4/15/2011 3:00,2,1,0,1,16.4,20.455,76,0,0,3,3
4/15/2011 4:00,2,1,0,1,15.58,19.695,82,6.0032,0,3,3
4/15/2011 5:00,2,1,0,1,14.76,18.18,81,7.0015,2,11,13
4/15/2011 6:00,2,1,0,1,14.76,18.18,81,6.0032,5,42,47
4/15/2011 7:00,2,1,0,1,16.4,20.455,71,11.0014,10,139,149
4/15/2011 8:00,2,1,0,1,18.04,21.97,62,19.9995,21,279,300
4/15/2011 9:00,2,1,0,1,20.5,24.24,55,12.998,16,162,178
4/15/2011 10:00,2,1,0,1,20.5,24.24,55,12.998,31,91,122
4/15/2011 11:00,2,1,0,1,21.32,25,55,12.998,41,95,136
4/15/2011 12:00,2,1,0,1,21.32,25,55,19.0012,45,155,200
4/15/2011 13:00,2,1,0,1,22.14,25.76,52,16.9979,47,133,180
4/15/2011 14:00,2,1,0,1,22.14,25.76,52,16.9979,57,106,163
4/15/2011 15:00,2,1,0,1,22.14,25.76,52,30.0026,50,112,162
4/15/2011 16:00,2,1,0,1,21.32,25,55,32.9975,70,173,243
4/15/2011 17:00,2,1,0,2,20.5,24.24,63,26.0027,64,267,331
4/15/2011 18:00,2,1,0,2,18.86,22.725,67,26.0027,47,216,263
4/15/2011 19:00,2,1,0,1,17.22,21.21,77,26.0027,41,168,209
4/15/2011 20:00,2,1,0,2,16.4,20.455,76,22.0028,26,92,118
4/15/2011 21:00,2,1,0,2,16.4,20.455,76,19.9995,25,77,102
4/15/2011 22:00,2,1,0,2,15.58,19.695,82,26.0027,16,64,80
4/15/2011 23:00,2,1,0,2,14.76,17.425,81,12.998,8,56,64
4/16/2011 0:00,2,0,0,2,14.76,17.425,81,15.0013,7,36,43
4/16/2011 1:00,2,0,0,2,14.76,16.665,87,19.0012,5,28,33
4/16/2011 2:00,2,0,0,2,14.76,17.425,87,8.9981,5,19,24
4/16/2011 3:00,2,0,0,2,14.76,17.425,87,11.0014,5,9,14
4/16/2011 4:00,2,0,0,2,14.76,17.425,87,15.0013,1,4,5
4/16/2011 5:00,2,0,0,2,15.58,19.695,87,19.0012,1,3,4
4/16/2011 6:00,2,0,0,3,16.4,20.455,82,22.0028,1,9,10
4/16/2011 7:00,2,0,0,2,16.4,20.455,82,27.9993,3,18,21
4/16/2011 8:00,2,0,0,3,16.4,20.455,87,23.9994,7,38,45
4/16/2011 9:00,2,0,0,3,16.4,20.455,100,19.9995,2,27,29
4/16/2011 10:00,2,0,0,3,17.22,21.21,94,26.0027,1,21,22
4/16/2011 11:00,2,0,0,3,17.22,21.21,94,30.0026,4,27,31
